train_loss,valid_loss,train_acc,valid_acc
0.5480835160664707,0.41449020549258414,0.717455178454613,0.8249615789047965
0.5115041101731981,0.40754737665880214,0.744553225931634,0.820351047480385
0.5026341717567101,0.32712471027484386,0.7526582474969786,0.8657283830785407
0.49799475124338005,0.3343619753736263,0.7556297191515784,0.8638679932055326
0.4939183994361563,0.36939213102924334,0.7578804980541296,0.8451023214430154
0.48644841955391993,0.36645032062886707,0.7621935669856195,0.8451832079592332
0.48765594494289805,0.3580090926718598,0.7619163774656008,0.8512496966755642
0.48818568414207747,0.36310212369211226,0.7621381290816157,0.848418668607943
